UDCLBF 2020-0600,R1,6,1.4,1.9,16°,50,4,38.900,6.30,6.47,6.65,6.85,7.29
UDCLBF 2020-0800,R1,8,1.4,1.9,16°,50,4,38.900,8.36,8.60,8.85,9.13,9.74
UDCLBF 2020-1000,R1,10,1.4,1.9,16°,50,4,38.900,10.42,10.73,11.06,11.41,12.19
UDCLBF 2020-1200,R1,12,1.4,1.9,16°,50,4,38.900,12.48,12.86,13.26,13.68,14.63
UDCLBF 2020-1400,R1,14,1.4,1.9,16°,50,4,38.900,14.55,14.99,15.46,15.96,17.08
UDCLBF 2020-1600,R1,16,1.4,1.9,16°,50,4,38.900,16.61,17.12,17.66,18.24,19.53
UDCLBF 2020-1800,R1,18,1.4,1.9,16°,60,4,38.900,18.67,19.25,19.86,20.52,干渉なし
UDCLBF 2020-2000,R1,20,1.4,1.9,16°,60,4,38.900,20.74,21.38,22.06,22.79,干渉なし
UDCLBF 2030-0600,R1.5,6,2.1,2.9,16°,60,6,42.800,6.28,6.44,6.60,6.78,7.18
UDCLBF 2030-0800,R1.5,8,2.1,2.9,16°,60,6,42.800,8.34,8.57,8.80,9.06,9.63
UDCLBF 2030-1000,R1.5,10,2.1,2.9,16°,60,6,42.800,10.41,10.70,11.01,11.34,12.08
UDCLBF 2030-1200,R1.5,12,2.1,2.9,16°,60,6,42.800,12.47,12.83,13.21,13.61,14.52
UDCLBF 2030-1400,R1.5,14,2.1,2.9,16°,60,6,42.800,14.53,14.96,15.41,15.89,16.97
UDCLBF 2040-0800,R2,8,2.8,3.9,16°,60,6,42.800,8.33,8.53,8.76,8.99,9.52
UDCLBF 2040-1000,R2,10,2.8,3.9,16°,60,6,42.800,10.39,10.66,10.96,11.27,11.97
UDCLBF 2040-1500,R2,15,2.8,3.9,16°,60,6,42.800,15.55,15.99,16.46,16.96,18.09
UDCLBF 2050-1000,R2.5,10,3.5,4.8,16°,60,6,42.800,10.55,10.82,11.10,11.40,12.07
UDCLBF 2050-1500,R2.5,15,3.5,4.8,16°,60,6,42.800,15.71,16.14,16.60,17.09,干渉なし
